MM-DD HH:MM (UTC),2021,2022,2023,2024
07-19 08:00,49.69,43.13,31.29,36.56
07-19 09:00,49.83,33.03,46.63,36.67
07-19 10:00,56.21,41.44,18.0,35.89
07-19 11:00,64.37,41.85,29.72,34.78
07-19 12:00,63.81,32.52,30.56,36.85
07-19 13:00,56.57,34.39,32.6,38.32
07-19 14:00,57.38,44.68,32.3,45.73
07-19 15:00,121.54,42.81,34.21,48.84
07-19 16:00,107.24,53.12,34.13,52.92
07-19 17:00,95.41,42.91,38.61,67.71
07-19 18:00,95.64,47.22,40.09,63.31
07-19 19:00,73.84,38.11,37.21,67.11
07-19 20:00,72.61,52.61,34.46,60.11
07-19 21:00,73.91,51.35,35.62,54.4
07-19 22:00,77.48,52.99,33.93,49.5
07-19 23:00,73.44,66.9,33.99,47.19
07-20 00:00,61.84,62.53,31.43,50.14
07-20 01:00,58.0,62.91,31.74,55.28
07-20 02:00,55.64,58.25,30.8,58.6
07-20 03:00,56.55,42.99,32.34,56.15
07-20 04:00,61.97,48.08,30.79,55.4
07-20 05:00,58.1,52.57,27.8,46.61
07-20 06:00,53.89,41.56,28.23,40.66
07-20 07:00,46.14,31.13,29.9,42.87
07-20 08:00,47.44,28.98,26.36,58.68
07-20 09:00,54.6,37.2,25.78,82.47
07-20 10:00,51.42,37.12,26.73,84.13
07-20 11:00,48.44,29.95,26.39,83.26
07-20 12:00,46.49,31.26,26.94,84.83
07-20 13:00,44.2,30.5,28.4,90.76
07-20 14:00,44.49,28.07,29.98,88.75
07-20 15:00,41.75,26.45,28.99,49.08
07-20 16:00,41.28,26.64,25.38,48.22
07-20 17:00,47.21,37.51,23.62,50.96
07-20 18:00,57.7,28.98,25.03,83.14
07-20 19:00,59.55,30.25,25.55,94.8
07-20 20:00,71.97,31.43,26.95,111.01
07-20 21:00,57.86,35.95,28.29,109.71
07-20 22:00,46.63,28.94,29.06,87.51
07-20 23:00,56.67,29.79,32.58,67.19
07-21 00:00,79.14,30.8,32.91,49.85
07-21 01:00,94.92,29.43,30.7,56.83
07-21 02:00,53.43,28.81,32.01,63.0
07-21 03:00,84.31,30.8,32.06,61.57
07-21 04:00,103.55,34.72,30.52,58.78
07-21 05:00,137.48,47.67,30.3,47.5
07-21 06:00,141.72,30.48,33.35,43.21
07-21 07:00,140.16,25.96,36.61,70.76
07-21 08:00,163.92,36.57,35.56,89.94
07-21 09:00,133.62,29.15,32.16,83.17
07-21 10:00,122.61,40.64,31.96,74.96
07-21 11:00,121.03,40.85,28.83,68.26
07-21 12:00,124.11,66.01,32.61,79.5
07-21 13:00,132.07,22.55,33.19,85.88
07-21 14:00,97.98,22.11,33.71,47.47
07-21 15:00,141.68,24.53,36.09,39.08
07-21 16:00,170.58,32.97,38.66,46.61
07-21 17:00,201.64,49.41,32.16,43.39
07-21 18:00,221.27,55.77,34.11,62.96
07-21 19:00,240.53,53.1,40.06,48.96
07-21 20:00,239.67,45.97,31.8,42.32
07-21 21:00,214.15,34.58,44.87,41.34
07-21 22:00,111.62,31.85,43.58,54.66
07-21 23:00,128.5,33.11,40.84,55.28
07-22 00:00,86.4,32.74,39.57,73.7
07-22 01:00,85.4,30.19,38.99,60.42
07-22 02:00,97.28,28.4,38.95,50.02
07-22 03:00,99.66,28.46,38.07,49.82
07-22 04:00,159.34,28.35,39.89,56.52
07-22 05:00,148.41,39.39,35.76,49.22
07-22 06:00,142.6,36.26,31.86,50.98
07-22 07:00,140.46,31.98,33.51,50.68
07-22 08:00,112.08,37.31,32.33,48.97
07-22 09:00,104.8,33.57,30.7,44.15
07-22 10:00,97.17,25.7,34.74,41.07
07-22 11:00,77.62,22.8,42.15,50.49
07-22 12:00,72.34,20.73,53.38,63.24
07-22 13:00,75.19,21.12,52.84,53.73
07-22 14:00,77.11,21.61,37.71,50.72
07-22 15:00,112.4,23.56,36.09,41.92
07-22 16:00,161.88,24.33,34.15,44.85
07-22 17:00,197.4,24.16,38.42,41.74
07-22 18:00,205.55,22.38,37.25,44.48
07-22 19:00,197.75,21.83,40.66,46.84
07-22 20:00,170.71,22.25,43.39,43.95
07-22 21:00,116.16,23.43,44.1,45.81
07-22 22:00,160.48,23.43,44.11,44.79
07-22 23:00,120.45,25.72,42.85,48.23
07-23 00:00,112.7,37.43,43.99,53.03
07-23 01:00,113.56,28.0,46.6,55.15
07-23 02:00,118.15,29.26,71.64,58.36
07-23 03:00,142.19,24.64,92.92,57.96
07-23 04:00,193.33,29.05,115.39,60.86
07-23 05:00,221.38,24.23,121.45,59.51
07-23 06:00,200.04,23.83,124.19,53.02
07-23 07:00,198.36,24.0,105.69,42.75
07-23 08:00,200.23,23.01,88.96,41.67
07-23 09:00,197.67,23.47,85.84,40.76
07-23 10:00,147.72,23.22,87.25,38.65
07-23 11:00,126.26,23.7,83.66,41.98
07-23 12:00,119.57,24.31,92.03,42.33
07-23 13:00,125.73,23.7,91.54,45.61
07-23 14:00,147.12,23.43,101.35,42.2
07-23 15:00,176.2,22.81,107.49,47.78
07-23 16:00,204.5,21.72,70.31,47.37
07-23 17:00,242.16,23.3,48.38,62.41
07-23 18:00,251.91,24.3,41.75,70.76
07-23 19:00,230.37,23.56,42.0,59.57
07-23 20:00,213.82,27.31,43.48,53.48
07-23 21:00,210.73,26.11,45.94,60.46
07-23 22:00,189.96,25.99,39.84,56.82
07-23 23:00,133.12,25.61,35.07,50.18
07-24 00:00,117.07,26.28,34.97,50.27
07-24 01:00,112.31,27.9,34.29,49.33
07-24 02:00,106.26,29.46,33.98,50.22
07-24 03:00,107.92,30.53,33.2,49.7
07-24 04:00,100.9,29.78,31.26,36.44
07-24 05:00,109.26,30.35,29.64,40.1
07-24 06:00,109.97,30.12,29.04,47.02
07-24 07:00,84.4,28.94,27.94,47.07
07-24 08:00,86.79,29.64,27.56,44.39
07-24 09:00,70.1,33.34,28.27,37.94
07-24 10:00,64.29,31.04,29.73,49.48
07-24 11:00,56.27,33.24,30.4,57.38
07-24 12:00,48.7,30.89,31.04,66.34
07-24 13:00,42.07,28.38,31.81,66.45
07-24 14:00,42.94,31.15,32.84,51.7
07-24 15:00,42.77,38.2,34.98,36.29
07-24 16:00,39.47,31.37,41.47,33.26
07-24 17:00,42.69,33.92,43.15,36.96
07-24 18:00,56.31,26.72,44.51,41.39
07-24 19:00,54.13,26.7,44.3,45.42
07-24 20:00,53.91,25.4,41.36,43.19
07-24 21:00,49.26,24.86,41.3,39.51
07-24 22:00,48.76,24.02,41.88,38.65
07-24 23:00,39.46,27.89,39.07,42.64
07-25 00:00,38.81,25.44,40.3,43.5
07-25 01:00,32.94,25.71,39.49,45.11
07-25 02:00,39.54,26.02,40.11,44.77
07-25 03:00,42.89,26.39,40.42,47.57
07-25 04:00,42.18,24.39,38.69,50.09
07-25 05:00,40.54,22.71,36.9,56.68
07-25 06:00,39.59,21.67,34.2,52.56
07-25 07:00,44.25,21.1,31.49,43.76
07-25 08:00,47.07,20.96,32.66,42.61
07-25 09:00,45.72,21.49,32.09,43.15
07-25 10:00,44.28,23.25,32.39,43.05
07-25 11:00,50.34,23.01,31.93,82.72
07-25 12:00,51.04,23.89,34.55,89.82
07-25 13:00,44.29,25.6,34.93,61.82
07-25 14:00,43.45,26.97,33.34,43.76
07-25 15:00,29.83,35.41,32.47,46.0
07-25 16:00,36.22,37.21,31.71,52.71
07-25 17:00,46.02,43.71,33.28,56.45
07-25 18:00,41.66,39.09,37.22,58.89
07-25 19:00,58.85,29.26,37.99,65.37
07-25 20:00,57.81,31.36,37.74,60.28
07-25 21:00,50.99,26.72,39.45,60.19
07-25 22:00,72.23,27.1,38.28,51.13
07-25 23:00,79.1,26.97,38.82,46.72
07-26 00:00,72.44,27.31,40.37,47.92
07-26 01:00,70.56,26.73,40.75,46.05
07-26 02:00,81.25,26.16,40.31,44.64
07-26 03:00,81.3,25.86,41.73,45.24
07-26 04:00,122.97,26.12,38.55,48.39
07-26 05:00,144.01,25.64,35.19,52.64
07-26 06:00,174.81,27.37,35.15,51.66
07-26 07:00,205.91,29.21,32.46,45.53
07-26 08:00,211.22,32.62,32.29,45.92
07-26 09:00,206.94,36.39,32.5,46.1
07-26 10:00,229.33,37.18,32.63,43.56
07-26 11:00,211.74,38.9,32.89,45.53
07-26 12:00,195.56,32.08,33.99,45.32
07-26 13:00,169.85,33.29,33.38,46.96
07-26 14:00,187.13,44.15,34.32,46.95
07-26 15:00,206.4,31.51,34.92,48.1
07-26 16:00,214.59,31.82,35.05,52.36
07-26 17:00,228.06,31.84,36.38,50.83
07-26 18:00,252.23,32.38,38.04,53.79
07-26 19:00,251.83,29.74,38.24,55.38
07-26 20:00,223.29,28.95,38.52,56.18
07-26 21:00,243.08,29.03,39.01,61.54
07-26 22:00,167.49,28.73,37.89,53.78
07-26 23:00,122.33,28.8,36.94,62.12
07-27 00:00,121.3,29.84,36.92,70.16
07-27 01:00,126.63,30.13,35.92,68.4
07-27 02:00,150.34,30.22,35.31,59.2
07-27 03:00,157.07,29.14,35.44,68.4
07-27 04:00,261.3,28.68,35.07,65.81
07-27 05:00,303.0,27.73,35.71,53.78
07-27 06:00,287.6,25.49,34.82,48.61
07-27 07:00,248.27,25.18,35.46,46.55
07-27 08:00,207.77,26.87,36.34,43.44
07-27 09:00,176.11,27.29,34.66,45.35
07-27 10:00,190.83,25.74,33.31,46.99
07-27 11:00,186.75,27.0,33.6,42.34
07-27 12:00,141.36,25.95,33.16,42.66
07-27 13:00,119.81,27.62,33.15,41.08
07-27 14:00,135.52,28.05,36.11,43.81
07-27 15:00,163.45,27.23,43.95,51.0
07-27 16:00,200.02,29.85,45.55,54.54
07-27 17:00,223.49,36.88,49.24,67.34
07-27 18:00,211.82,32.08,55.63,66.48
07-27 19:00,220.1,32.78,61.81,74.23
07-27 20:00,246.92,31.07,53.16,68.67
07-27 21:00,211.58,30.68,52.25,62.5
07-27 22:00,179.89,29.73,50.33,75.68
07-27 23:00,154.27,30.08,52.8,65.53
07-28 00:00,105.47,29.75,52.26,62.54
07-28 01:00,106.68,29.74,50.72,60.43
07-28 02:00,104.35,30.3,51.16,53.72
07-28 03:00,120.22,31.12,54.73,55.58
07-28 04:00,171.22,42.88,51.26,49.12
07-28 05:00,216.06,30.93,48.0,47.14
07-28 06:00,208.15,33.34,46.33,41.12
07-28 07:00,178.02,43.97,42.64,61.32
07-28 08:00,188.74,45.5,44.59,82.52
07-28 09:00,142.73,35.47,43.24,85.41
07-28 10:00,97.25,45.62,41.8,87.38
07-28 11:00,72.37,55.39,40.46,86.52
07-28 12:00,105.47,52.83,37.05,88.72
07-28 13:00,122.49,54.93,36.34,90.56
07-28 14:00,141.41,35.37,39.26,92.87
07-28 15:00,112.81,36.42,46.15,61.37
07-28 16:00,129.25,45.44,52.65,34.64
07-28 17:00,110.62,44.12,49.41,39.11
07-28 18:00,132.24,39.67,54.53,34.77
07-28 19:00,111.63,40.75,57.46,36.3
07-28 20:00,91.37,42.74,52.64,37.22
07-28 21:00,101.11,36.14,51.94,35.2
07-28 22:00,69.6,40.29,52.86,34.84
07-28 23:00,71.08,37.64,54.73,34.8
07-29 00:00,57.2,35.87,53.1,36.86
07-29 01:00,46.63,35.66,50.82,36.2
07-29 02:00,64.23,33.56,51.53,37.2
07-29 03:00,50.93,33.81,52.63,38.05
07-29 04:00,56.04,39.7,50.99,36.12
07-29 05:00,44.25,38.16,55.63,40.24
07-29 06:00,29.63,39.54,51.43,54.91
07-29 07:00,34.73,45.01,44.08,63.29
07-29 08:00,43.23,40.66,46.05,72.56
07-29 09:00,53.79,37.41,44.95,73.18
07-29 10:00,43.63,28.23,43.92,72.9
07-29 11:00,68.1,26.44,44.73,91.34
07-29 12:00,71.81,24.36,98.41,91.22
07-29 13:00,68.27,23.62,103.8,70.99
07-29 14:00,41.18,22.79,72.87,46.79
07-29 15:00,40.98,23.01,43.05,44.68
07-29 16:00,45.8,24.12,40.53,57.94
07-29 17:00,37.01,33.15,42.54,67.1
07-29 18:00,39.36,25.47,42.05,76.64
07-29 19:00,40.97,26.18,40.47,80.73
07-29 20:00,41.33,26.3,39.33,74.91
07-29 21:00,44.19,25.58,40.04,56.1
07-29 22:00,33.67,25.49,36.87,54.08
07-29 23:00,28.56,27.22,35.3,61.39
07-30 00:00,34.35,32.22,37.34,59.55
07-30 01:00,28.77,36.14,38.73,68.36
07-30 02:00,28.41,36.78,40.39,65.16
07-30 03:00,28.71,36.41,40.93,60.71
07-30 04:00,41.82,30.61,41.8,66.14
07-30 05:00,61.54,27.93,41.5,64.94
07-30 06:00,37.83,25.86,41.1,48.18
07-30 07:00,43.42,26.46,96.88,42.32
07-30 08:00,33.2,25.21,100.33,58.83
07-30 09:00,32.95,24.37,90.59,69.43
07-30 10:00,32.84,24.84,93.49,110.28
07-30 11:00,44.27,24.0,89.84,109.06
07-30 12:00,36.78,23.46,86.18,58.55
07-30 13:00,41.42,24.48,87.21,40.22
07-30 14:00,41.45,25.94,86.47,51.12
07-30 15:00,25.41,27.11,86.78,46.51
07-30 16:00,43.44,28.48,50.41,55.96
07-30 17:00,54.13,29.07,33.84,67.88
07-30 18:00,59.66,30.75,35.03,67.69
07-30 19:00,68.1,42.29,35.93,85.8
07-30 20:00,63.5,45.25,37.22,77.31
07-30 21:00,118.88,37.29,36.46,70.78
07-30 22:00,69.87,36.33,32.96,74.92
07-30 23:00,67.53,31.29,40.65,56.88
07-31 00:00,72.61,31.82,40.12,59.77
07-31 01:00,140.35,30.4,39.36,75.06
07-31 02:00,149.03,31.31,37.71,60.44
07-31 03:00,125.76,31.79,34.51,57.2
07-31 04:00,103.6,31.47,34.01,57.11
07-31 05:00,85.98,31.14,33.76,51.93
07-31 06:00,84.05,30.61,31.98,47.86
07-31 07:00,73.03,29.08,30.45,41.44
07-31 08:00,69.8,28.03,30.94,42.66
07-31 09:00,66.98,27.52,30.43,39.12
07-31 10:00,64.03,27.22,31.73,38.72
07-31 11:00,63.07,27.73,30.42,38.81
07-31 12:00,65.77,30.25,28.49,39.68
07-31 13:00,70.1,29.91,32.12,38.96
07-31 14:00,77.62,30.49,36.35,38.63
07-31 15:00,77.25,29.91,35.85,44.28
07-31 16:00,45.44,38.36,39.32,48.74
07-31 17:00,31.68,42.56,48.22,55.53
07-31 18:00,22.78,40.4,54.75,62.93
07-31 19:00,26.3,42.76,58.05,59.64
07-31 20:00,26.35,40.27,51.9,57.44
07-31 21:00,26.22,37.7,57.76,57.87
07-31 22:00,28.28,38.33,48.0,51.88
07-31 23:00,34.57,34.61,49.5,61.02
08-01 00:00,36.01,36.47,43.16,66.16
08-01 01:00,41.85,36.46,45.19,67.65
08-01 02:00,43.37,37.84,50.99,67.8
08-01 03:00,45.57,31.66,57.1,66.47
08-01 04:00,43.07,25.47,63.85,55.1
08-01 05:00,43.58,24.82,40.42,53.82
08-01 06:00,42.39,30.01,35.69,46.31
08-01 07:00,44.25,29.5,46.29,42.14
08-01 08:00,38.97,29.8,46.99,41.03
08-01 09:00,42.13,28.85,40.6,40.41
08-01 10:00,45.2,24.86,43.73,39.41
08-01 11:00,46.41,22.58,59.06,41.21
08-01 12:00,50.78,21.83,78.18,40.7
08-01 13:00,99.67,22.22,83.54,41.52
08-01 14:00,86.51,23.7,71.39,41.68
08-01 15:00,51.07,27.92,51.89,48.4
08-01 16:00,56.5,25.32,38.57,56.64
08-01 17:00,72.01,24.65,43.72,61.2
08-01 18:00,73.7,27.7,45.27,82.01
08-01 19:00,53.15,75.82,44.75,90.8
08-01 20:00,50.89,37.04,43.55,63.06
08-01 21:00,46.91,32.19,41.01,58.93
08-01 22:00,40.08,31.96,46.45,58.77
08-01 23:00,41.1,33.08,47.26,79.38
08-02 00:00,40.05,33.72,46.11,62.99
08-02 01:00,42.85,33.92,43.99,63.78
08-02 02:00,48.36,34.38,46.93,67.33
08-02 03:00,40.5,39.1,46.93,64.34
08-02 04:00,43.97,36.74,45.0,65.11
08-02 05:00,58.39,48.37,42.49,67.05
08-02 06:00,56.81,49.92,39.79,52.02
08-02 07:00,52.31,54.15,36.5,45.49
08-02 08:00,47.59,55.18,35.62,45.94
08-02 09:00,46.52,53.14,36.19,48.4
08-02 10:00,43.08,52.23,38.88,44.29
08-02 11:00,45.53,38.72,39.55,46.23
08-02 12:00,39.09,33.87,49.07,40.3
08-02 13:00,38.6,36.91,47.19,44.38
08-02 14:00,43.94,39.54,53.6,44.62
08-02 15:00,59.42,40.94,47.6,51.41
08-02 16:00,57.99,37.8,47.11,58.62
08-02 17:00,61.18,50.02,42.24,53.02
08-02 18:00,64.28,35.32,42.58,66.28
08-02 19:00,69.83,32.41,42.98,62.49
08-02 20:00,58.85,32.04,42.21,55.48
08-02 21:00,53.7,34.42,42.19,50.83
08-02 22:00,52.62,32.99,42.95,66.76
08-02 23:00,57.75,33.25,46.84,61.08
08-03 00:00,57.09,32.59,45.13,60.27
08-03 01:00,62.05,34.0,44.15,62.47
08-03 02:00,63.49,33.35,41.44,60.18
08-03 03:00,63.92,34.39,39.81,62.01
08-03 04:00,76.02,34.3,38.94,57.57
08-03 05:00,78.88,30.95,39.41,53.86
08-03 06:00,79.75,29.73,45.7,47.04
08-03 07:00,79.75,27.28,43.63,45.65
08-03 08:00,72.57,26.09,50.18,46.62
08-03 09:00,67.95,28.28,44.16,54.72
08-03 10:00,67.9,29.75,46.7,77.45
08-03 11:00,65.75,28.86,47.14,95.09
08-03 12:00,65.97,28.15,48.13,97.67
08-03 13:00,64.44,30.0,52.95,94.52
08-03 14:00,76.17,30.89,50.16,44.77
08-03 15:00,98.79,32.23,44.09,46.99
08-03 16:00,165.68,31.56,48.94,55.78
08-03 17:00,148.09,34.68,44.69,61.41
08-03 18:00,121.41,45.8,45.08,70.51
08-03 19:00,126.23,78.42,45.05,70.93
08-03 20:00,80.8,33.01,44.33,63.86
08-03 21:00,73.86,32.51,43.0,59.19
08-03 22:00,77.88,70.48,43.98,67.06
08-03 23:00,86.78,32.94,42.89,60.39
08-04 00:00,69.96,32.67,43.45,55.93
08-04 01:00,68.97,32.9,43.96,53.54
08-04 02:00,64.46,33.12,47.69,58.6
08-04 03:00,65.96,33.99,42.1,58.82
08-04 04:00,71.78,32.45,42.12,58.27
08-04 05:00,132.5,32.76,39.74,50.12
08-04 06:00,153.07,31.3,37.07,52.74
08-04 07:00,153.4,28.58,35.82,51.3
08-04 08:00,146.93,27.96,35.06,103.39
08-04 09:00,122.9,26.94,34.65,109.37
08-04 10:00,131.66,25.82,34.23,99.69
08-04 11:00,179.31,24.88,34.6,90.04
08-04 12:00,143.76,26.79,35.77,93.46
08-04 13:00,122.58,27.84,34.63,89.31
08-04 14:00,115.92,28.5,36.88,73.62
08-04 15:00,160.79,28.39,36.68,53.73
08-04 16:00,180.78,27.8,36.55,39.3
08-04 17:00,184.79,76.1,35.88,43.0
08-04 18:00,192.07,125.66,36.75,42.17
08-04 19:00,188.45,39.37,51.08,41.63
08-04 20:00,156.48,32.04,67.42,40.53
08-04 21:00,99.95,39.0,42.96,40.37
08-04 22:00,61.18,30.85,41.91,44.07
08-04 23:00,68.75,31.61,41.5,37.95
08-05 00:00,61.63,43.83,42.42,41.31
08-05 01:00,76.6,32.81,46.58,38.78
08-05 02:00,67.89,34.89,48.52,39.84
08-05 03:00,59.27,30.88,55.85,41.21
08-05 04:00,104.3,32.26,56.54,44.47
08-05 05:00,109.27,32.02,65.83,49.15
08-05 06:00,123.75,31.98,57.17,49.4
08-05 07:00,126.68,44.67,54.14,53.36
08-05 08:00,128.59,51.0,48.62,46.64
08-05 09:00,112.39,49.17,42.73,49.39
08-05 10:00,59.94,43.84,47.22,49.15
08-05 11:00,84.87,51.07,47.94,50.09
08-05 12:00,96.72,62.6,46.57,68.74
08-05 13:00,72.4,79.87,41.23,79.43
08-05 14:00,69.8,71.27,45.08,70.46
08-05 15:00,58.99,42.07,49.04,71.87
08-05 16:00,64.53,60.5,58.11,93.65
08-05 17:00,57.17,49.86,75.36,149.82
08-05 18:00,51.53,45.68,78.83,149.95
08-05 19:00,53.37,44.43,71.51,182.96
08-05 20:00,66.94,31.59,73.39,125.09
08-05 21:00,63.81,30.19,67.44,64.65
08-05 22:00,51.38,29.87,57.92,50.94
08-05 23:00,58.53,27.94,47.39,51.65
08-06 00:00,58.25,28.81,44.92,49.73
08-06 01:00,62.25,28.6,45.61,50.57
08-06 02:00,59.56,28.62,44.62,51.8
08-06 03:00,53.65,28.66,46.21,49.03
08-06 04:00,59.84,27.9,43.93,49.54
08-06 05:00,57.09,28.22,41.52,49.81
08-06 06:00,67.71,27.46,38.55,47.36
08-06 07:00,66.44,25.66,36.32,40.37
08-06 08:00,67.71,24.52,37.91,46.51
08-06 09:00,62.06,24.92,39.44,92.17
08-06 10:00,55.72,26.19,39.19,83.1
08-06 11:00,61.62,25.68,43.78,76.61
08-06 12:00,58.77,25.91,73.55,92.89
08-06 13:00,48.53,25.97,111.37,94.9
08-06 14:00,46.17,27.11,54.4,48.61
08-06 15:00,36.75,27.5,39.17,43.34
08-06 16:00,59.33,28.0,35.07,57.78
08-06 17:00,48.49,26.62,31.6,60.87
08-06 18:00,48.05,28.37,29.85,58.37
08-06 19:00,72.53,29.9,27.76,56.2
08-06 20:00,64.17,31.19,27.47,59.26
08-06 21:00,48.38,32.18,32.09,49.65
08-06 22:00,46.43,35.15,28.47,58.62
08-06 23:00,57.78,36.08,30.91,48.75
08-07 00:00,85.29,37.08,33.32,50.78
08-07 01:00,76.04,39.44,32.23,48.6
08-07 02:00,65.22,39.79,31.87,48.58
08-07 03:00,70.84,39.15,32.75,47.65
08-07 04:00,105.87,39.88,33.14,47.58
08-07 05:00,157.53,39.04,28.82,46.82
08-07 06:00,176.61,40.81,28.27,38.94
08-07 07:00,176.55,39.92,35.96,42.9
08-07 08:00,175.1,43.03,39.12,38.29
08-07 09:00,156.81,42.48,35.62,43.39
08-07 10:00,157.87,41.05,36.22,37.18
08-07 11:00,144.04,40.7,41.51,35.09
08-07 12:00,146.59,46.9,63.2,38.08
08-07 13:00,166.78,49.52,70.95,39.34
08-07 14:00,188.61,46.71,69.25,44.72
08-07 15:00,201.04,48.96,49.1,54.94
08-07 16:00,143.99,43.38,35.57,62.88
08-07 17:00,106.62,42.31,38.48,67.59
08-07 18:00,168.51,39.98,45.36,55.87
08-07 19:00,179.37,43.11,43.85,52.73
08-07 20:00,230.75,40.67,46.7,52.74
08-07 21:00,89.25,44.84,50.0,58.26
08-07 22:00,126.77,49.98,33.78,54.63
08-07 23:00,158.57,40.91,41.06,52.25
08-08 00:00,159.53,46.68,43.11,51.86
08-08 01:00,157.3,46.55,46.99,53.6
08-08 02:00,150.48,46.94,52.01,51.48
08-08 03:00,148.39,41.84,50.89,47.39
08-08 04:00,148.16,49.15,46.35,47.85
08-08 05:00,139.5,45.5,38.69,46.58
08-08 06:00,112.71,48.01,34.77,47.57
08-08 07:00,85.98,40.33,37.3,44.28
08-08 08:00,76.78,53.66,48.67,48.98
08-08 09:00,69.13,50.4,50.18,43.02
08-08 10:00,71.13,68.98,63.87,45.46
08-08 11:00,69.86,79.24,77.37,47.7
08-08 12:00,73.36,46.55,78.12,43.96
08-08 13:00,73.56,50.91,72.5,40.92
08-08 14:00,76.65,52.78,50.53,40.06
08-08 15:00,80.7,70.33,34.56,51.77
08-08 16:00,95.74,51.04,32.95,56.52
08-08 17:00,68.5,51.77,38.06,66.61
08-08 18:00,78.14,51.11,41.82,64.59
08-08 19:00,99.37,53.86,44.74,65.57
08-08 20:00,91.86,54.3,46.79,61.25
08-08 21:00,147.8,52.98,50.55,58.4
08-08 22:00,140.01,45.41,32.38,52.81
08-08 23:00,136.74,63.32,27.98,53.56
08-09 00:00,128.78,55.6,30.31,58.19
08-09 01:00,134.72,60.37,33.73,54.18
08-09 02:00,136.79,43.34,39.54,52.33
08-09 03:00,129.35,46.16,37.45,54.32
08-09 04:00,69.07,39.7,32.35,51.37
08-09 05:00,59.56,38.27,34.21,46.96
08-09 06:00,51.56,38.43,18.2,46.37
08-09 07:00,114.44,34.28,18.91,47.85
08-09 08:00,120.5,44.54,19.13,53.87
08-09 09:00,95.29,39.31,21.44,73.8
08-09 10:00,87.6,36.67,28.26,87.31
08-09 11:00,89.81,53.85,27.46,97.28
08-09 12:00,95.16,39.27,28.43,92.99
08-09 13:00,106.44,35.48,28.38,92.83
08-09 14:00,129.99,37.22,31.86,80.01
08-09 15:00,108.12,36.46,27.12,53.51
08-09 16:00,88.45,39.02,26.8,43.65
08-09 17:00,79.81,42.95,28.88,40.64
08-09 18:00,64.33,40.68,31.65,40.49
08-09 19:00,53.58,40.62,36.22,40.38
08-09 20:00,60.88,38.58,38.9,41.47
08-09 21:00,45.06,40.4,37.55,42.02
08-09 22:00,36.98,38.65,32.03,40.87
08-09 23:00,59.4,39.27,28.46,41.43
08-10 00:00,48.77,42.35,28.67,40.0
08-10 01:00,76.93,45.11,28.33,41.32
08-10 02:00,77.91,42.63,26.52,44.36
08-10 03:00,42.21,42.26,27.08,44.0
08-10 04:00,41.19,43.38,24.97,41.34
08-10 05:00,62.14,39.23,23.91,38.64
08-10 06:00,91.14,38.42,24.51,37.5
08-10 07:00,95.65,35.46,25.24,37.05
08-10 08:00,107.26,31.7,24.9,48.48
08-10 09:00,143.67,30.58,25.6,85.64
08-10 10:00,144.43,31.88,21.95,86.38
08-10 11:00,144.47,41.7,22.05,86.68
08-10 12:00,147.42,32.84,23.11,71.99
08-10 13:00,160.68,35.06,25.09,72.9
08-10 14:00,176.72,35.27,26.24,71.09
08-10 15:00,170.9,36.94,25.49,46.5
08-10 16:00,89.91,57.32,27.68,35.75
08-10 17:00,82.44,97.32,28.55,37.54
08-10 18:00,124.74,99.84,32.39,37.44
08-10 19:00,91.3,45.31,38.07,36.58
08-10 20:00,74.59,41.96,41.49,37.91
08-10 21:00,98.95,43.47,41.8,35.18
08-10 22:00,40.92,42.67,47.26,37.14
08-10 23:00,45.69,42.93,46.21,36.66
08-11 00:00,47.78,41.98,46.66,36.62
08-11 01:00,65.97,41.71,46.5,37.9
08-11 02:00,43.46,41.51,45.37,37.92
08-11 03:00,33.1,43.6,54.97,36.87
08-11 04:00,62.34,88.86,55.25,35.41
08-11 05:00,73.99,40.68,58.79,34.67
08-11 06:00,74.97,41.4,56.67,36.62
08-11 07:00,81.95,36.71,54.68,59.64
08-11 08:00,126.15,36.06,54.4,93.55
08-11 09:00,136.26,35.82,47.59,90.46
08-11 10:00,163.67,44.82,43.34,87.42
08-11 11:00,157.83,36.15,42.66,88.2
08-11 12:00,151.18,35.57,41.24,90.45
08-11 13:00,126.95,40.22,45.25,95.22
08-11 14:00,139.33,35.97,47.24,94.74
08-11 15:00,204.8,42.11,56.66,42.46
08-11 16:00,119.36,40.7,61.95,41.66
08-11 17:00,121.6,47.12,60.77,45.8
08-11 18:00,161.33,88.57,70.27,50.18
08-11 19:00,132.03,160.13,64.01,61.02
08-11 20:00,134.9,192.75,49.65,50.89
08-11 21:00,87.22,140.74,43.81,47.87
08-11 22:00,71.27,39.43,40.46,44.9
08-11 23:00,73.8,40.9,36.81,44.69
08-12 00:00,70.46,40.82,35.04,44.8
08-12 01:00,82.03,43.17,32.63,46.08
08-12 02:00,82.81,87.7,31.51,44.02
08-12 03:00,72.29,39.9,32.82,43.84
08-12 04:00,112.85,40.91,36.31,45.99
08-12 05:00,219.95,42.06,38.86,43.59
08-12 06:00,227.74,39.57,40.88,40.31
08-12 07:00,179.68,48.02,39.16,43.12
08-12 08:00,196.49,64.01,39.96,39.47
08-12 09:00,162.89,70.44,41.13,35.16
08-12 10:00,169.48,50.22,35.67,36.36
08-12 11:00,178.71,38.29,37.17,44.5
08-12 12:00,151.94,33.72,33.27,36.77
08-12 13:00,119.24,40.47,35.17,38.27
